class,conversation,synthetic
2,하임씨 네??? 회사에서 하임씨 옷이 너무 노출이 심해서 보기 불편하다 노. 노출이요? 그냥 반팔인데 아니 그래도 팔뚝이랑 살이 막 보이잖아 속살 네에? 조선시대 같으면 꽁꽁 싸매고 다녔어 뭘 그렇게 놀라고그래 근데 너무 더운데. 반팔안입으면 그럼 가디건이라도 걸쳐 노출 지양하자 우리 네. 알겠습니다,no
0,이빨을 못쓰게 뽑아버려야겠어 왜 그러십니까 왜긴 니놈 하는 짓거리가 거슬려서 참을 수가 있어야지 밑도 끝도 없이 왜그러십니까 진정하세요 진정하는건 내마음이고 니 새끼가 거슬리는 것도 내맘이지 말씀이 너무 심하세요 그래 니 입부터 거슬려서 이빨이라도 뽑아버리면 밥도 못먹어서 말할 힘도 없겠지 낄낄 신고하겠습니다 신고하기전에 강냉이 털릴텐데 괜찮겠어? 제가 이런소리 들을 이유는 없습니다. 그만해주세요 제발,no
1,가진거 다 내놔!! 이런 미친 누구야!! 당장 안내 놓으면 이걸로 죽여버린다 하. 씨. 여기. 현금. 휴대폰 내려놔 뒤지기 싫으면! 여기요. 좋은 말 할때 가진거 다 내놔라 살려주세요여기 제 카드랑. 저금통이랑 행동 똑바로해 목따버린다 진짜 살려만 주세요. 다 드릴게요,no
3,야! 알바생 왜그러시죠? 이건 내가 주문한게 아니잖아 아까부터 왜그러지? 벌써 두번째잖아 아 죄송합니다. 아니 진짜 죄송한거 맞냐고 내가 얼마나 바쁜사람인데 여기벌써 30분째 음료만 기다리고 있잖아 손님 죄송합니다. 근데 손님이 이걸 시킨게 맞다고 기계에. 그럼 내가 지금 억지부린다는 거야? 아뇨 다시 한번 생각을 잘 해보시면. 야 너 몇살인데 어른한테 다시 생각해보라고 말하니? 사장 나오라해 아 손님 죄송합니다.,no
4,"아, 오늘도 잘 지내셨나요? 네, 다들 잘 지냅니다. 하지만 이달 말에는 우리 집이 비용 많이 들었어요. 그럼 어떻게 계셨죠? 어떤 것이 많이 드는 거예요? 인테리어 작업을 하려고 해서 많은을 썼습니다. 새로운 소를 구입하고, 벽면을 바꾸고... 나머지는 가족들이 좋아하길 원해서요. 정말로? 그것까지 오래되었습니다. 그리고 이제는 가구와 같은 작은 것들을 더 신경 쓰게 되네요. 맞아요, 그런데 제가 한 번씩 생각난 건, 가족들과 함께 여행에서 저녁 식사 때 먹을 음식을 준비해야 하는 거예니, 예산을 고려해야 할 필요가 있겠죠. 그렇군요. 그러면, 여행 후에도 조금만하면 될 것 같아요. 지금까지는 너무 많아 보였는데... 오, 그래요? 내가 그저 무식한 사람이라서요. 다른 사람들이 생각하는 것과 달라질 수도 있을 것 같아서요.",keyword with persona
4,카페 메뉴 고르자. 여기 초콜릿 밀크티와 카페모차가 있네. 어떤 걸 좋아하시나요?,topic
3,똑바로 서! 최일병! 일병 최치수! 야 너는 너무 고릴라처럼 생겼어 죄송합니다! 너는 고릴라처럼 생겨서 에미도 고릴라 같을 거야 하. 하? 야 개새끼야 너 지금? 한숨? 부모님 욕은 하지 말아주십시오 느검마 고릴라다 이 새끼야 뒤지게 맞아야겠다 고릴라새끼 으악 때리지 마세요!,no
0,너 뒤에서 내 욕하고 다녔다며? 내가 언제? 에게 얘기 다 들었어. 가 잘못알았나보지 좋은 말로 할때 인정하고 사과해 싫어. 내가 뭘 잘못했는데? 너 자꾸 발뺌하면 내가 칼로 죽여버리는 수가 있어 지금 내 목숨가지고 협박해? 너뿐만 아니라 니 가족들도 다 죽여버릴거야. 어디 한번 마음대로 해보시지?,no
2,박대리 부장님 부르셨습니까? 박대리는 일한지가 얼마됐는데 아직도 기안서가 이모양이야? 기안서에 문제 있습니까? 글꼴. 글자 크기가 정해져있다고 몇번을 얘기해? 죄송합니다. 다시 하도록 하겠습니다. 기안서를 똑바로 할줄아나 일을 잘하나. 박대리 인턴때도 성취도 점수가 낮았었대요 그럴줄 알았어. 하필 왜 우리부서로 와가지고. 자네 얼굴만 보면 없던 화가 생긴다고 죄송합니다. 부장님,no
2,어이 다들 똑바로 안해? 사장님. 제발 물 좀 주세요. 뭐? 물? 이게 미쳤나. 야 지금 고작 이거 조금 만들어 놓고 물을 달라고? 배도 고프고. 저희는 언제까지. 이렇게 일만 해야되나요. 내가 다 너네 통장만들어서 저축해주고 있다고 했지? 어? 오늘따라 왜 이래? 지쳤어요. 저 그만 두겠습니다. 제 통장 주세요. 그만 둬? 뭐? 그만둔다고? 참 야 그 동안 먹여주고 재워주고 일시켜주고 은혜도 모르는 자식이네? 그치만. 돈도 안주시고. 맨날 이렇게 일만 하고. 밥도 부실하고. 잠도 제대로 못자고. 지금 제일 바쁜 시기라고 말 했잖아 이 새끼야. 헛소리 하지말고 똑바로 일이나 해. 길거리로 쫓겨나기 싫으면. 너무하십니다. 사장님.,no
0,야 너 내말안들어? 내가 지금 말하는건 충고아니고 명령이야 죄송합니다 내가 요새 오냐오냐 해주니까 니가 뭐라도 되는거 같냐? 내가 어떤사람인지 잊어버렸어? 다시 생각나게 해줄까? 아닙니다 다신 안그러겠습니다 넌 그냥 쥐새끼처럼 입꾹다물고 내가 하라는거 하란말이야 알아들어? 확 그냥 너 쥐도새도 모르게 없애버리는 수가 있어 내성격알지? 네 제가 잘못했습니다 한번만 봐주십시오 너 한번만 내말에 토달아봐 지옥을 맛보게 해줄테니까 너네 가족들 찾아가서 다 죽여버릴꺼야 죄송합니다 가족은 건드리지 말아주세요. 이딴식으로 행동했다간 조만간 너 이세상에 없을꺼야 각오해 죄송합니다 앞으로 잘하겠습니다,no
4,아 미안하지만 오늘 약속은 취소해야겠어. 일단 죄송한 마음을 전했는데 그럼 나중에 또 뵙도록 해요. 언제든지 괜찮을 때 찾아오면 돼. 그럼 좋은 하루 보내세요!,topic
2,이대리 지금자나? 부장님 늦은시간에무슨일로. 내일우리딸아이 취업면접보러가는데 정장을 세탁소에서안찾았나봐 예?그런데 왜저한테전화를. 어. 이대리가 집이 그 세탁소랑 가까우니 지금 좀 가서 세탁물찾아와라. 부장님 저지금 가족행사에와있어서 조금이따 찾으러 가면 안될까요 너다음달승진심사 엉망되고싶니? 지금 내말무시하는건가? 아니. 그게아니라. 너이런식이면 승진 내가 막을수도있어. 예?부장님 그건안됩니다. 용서해주세요 이자식두고보자 나우습게본대가치르게해줄게.,no
1,야 너 담배좀있냐 없어요. 담배안펴요 담배말고 그럼 현금있냐 담배좀사게 아니 저한테 왜이러세요 현금도 안갖구다녀요 맞고 줄래 그냥줄래 죄송하지만 저 아무것도 없어요 한번 뒤져서 나오면 너 팔분질러버릴줄알아 죄송해요 제가 잘못했으니 그냥가주세요 빨리 가진거 다 꺼내봐 네.,no
2,김주임은 남자친구있어? 아? 네 있어요 결혼은 언제할꺼야? 뭐 때가되면 하겠죠 언제할껀데? 남자친구랑 얘기안해봤어? 할때되면 말씀드릴게요. 애는 언제낳아 그러면 네 때가되면 낳겠죠 요즘 젊은사람들이 이래서 문제야 문제. 어른말을 안들어. 네 알겠습니다,no
4,아이패드 사용법에 대해 이야기해보자. 아이패드에서 어떤 앱을 설치할까? 멀티미디어 웹 브라우징 등 다양한 앱을 선택할 수 있어. 또한 아이패드에 스마트폰 번호도 연결할 수 있지. 이렇게 여러 가지 기능을 활용하면 더 즐거운 경험을 할 수 있어. 아이패드와 함께하는 시간이 참 좋겠어.,keyword
2,제니씨 빨리 빨리 일합시다! 열심히 하고 있어요. 열심히만 해서는 안돼 빨리해 !지금 제니씨 때문에 라인 멈춘거 안보여? 네 빨리할게요! 자꾸 그런식으로 손 빨리 안움직이면 내일부터 출근 안시키는 수가 있어! 그거 부당해고 아닌가요? 똑같은 돈받고 누군 빨리하는데 누군 느리고 그게 부당한거 아니야? 참나. 제가 그만둘게요!,no
1,야 니네아빠 전과자라며?? 어떻게 알았어?? 그게 중요해? 니네아빠가 범죄자란게 중요하지 우리아빠는 억울하게 . 세상에 사연없는 사람 어딨니? 하지만. 내가 비밀로 해줄까? 비밀?? 그래. 대신 니가 신고있는 운동화 좀 줄래? 이건 할머니가 사주신건데 전과자 딸이 신기엔 너무 과분한것같아 내가 대신 신을게,no
3,야 넌 체육 수행평가 만점이라며? 야 좋겠다 나도 다리 병신이었으면 얼마나 좋았을까 그치? 나도 따로 시험 봤어. 야 씨 그걸 누가 만점을 못받아. 니가 만점받아서 다른 애들 등급 싹 밀리게 생겼는데 죄책감이 안드냐 넌? 야 이런걸 역차별이라고 하나봐. 무슨 장애인 차별이야 차별은 우리가 다 받는데 시발. 그래 솔직히 양심이 있었으면 몇 문제 틀려주고 그래야되는거 아니냐? 야 나도 이 새끼 때문에 마음이 되게 아픈데 나도 수행평가 시험 대체해달라고 해볼까? 그래 우리도 휠체어 타고 편하게 좀 다녀보자 찌질해가지고 아무말도 못하는 주제에 뻔뻔한 새끼,no
2,저기 김주임님. 이 엑셀 파일 마케팅부에서 정리하기로 한 것 아니었나요? 아 그거 제가 일이 많아서 대신 좀 부탁해 네.? 이걸 제가 왜 해야하나요? 내가 지금 일이 많다고. 그래도 제 담당 업무가 아닌데 제가 대신 하는 건 좀 아닌것 같습니다. 아니 상사가 바쁘다는데 이런 잡일 좀 대신 해주는 게 어려워? 아니. 그래도 남한테 떠맡기는 건 아니죠. 뭐? 지금 나랑 싸우자는거야? 어디서 말대꾸야! 하라면 해! 하. 알겠습니다. 죄송합니다. 빨리 처리해서 오늘 오후까지 정리해놔,no
0,일처리 이렇게 할 거야? 이러면 우리만 힘들잖아. 저는 올바르게 일처리한겁니다. 우리한테 얼마나 중요한 일인데 이 일 그르치면 재미없어. 상황이 어떻든 되돌리지 못합니다. 자식들이랑 와이프 다 외국에 산다지? 그것은 어떻게 알고. 되돌릴 수 없으면 우리도 가만히 못있지. 다른 가족들 싸그리 몸 못가누게 만들거야! 우리 가족 건드리기만 해봐! 다 죽일거야! 그렇게는 안돼!,no
3,내 레포트 내일까지 써 와. 내가 왜? 내 말 안들으면 니 나체 사진 인터넷에 뿌릴거야. 그런 사진이 있다고? 이거 너잖아. 너 이거 어디서 났어? 그건 알 거 없고 내가 시킨대로 하면 돼. 미쳤니? 니 사진 다른 사람들이 다 봐도 된다는거야? 너 협박죄에 불법촬영으로 고소 할거야.,no
2,우리 신입이 이번 대회에서 1등 했어요. 축하해요. 감사합니다. 그런 의미로 오늘 신입이 한턱 쏩니다 네? 저 그런적 없는데요? 부장님? 원래 이런날엔 신입이 쏘는거지. 한우로 기대할게요 아니. 부장님 이건 아닌거 같아요. 머라고? 부장이 말하는데 어디 토를 달아 좋은날 기분나쁘게 하지말고 그런줄 알어. 나 때는 그게 당연한거였어. 부장님. 그래도 저한테 선택권을 주셔야지요. 우리 신입은 회사온지 얼마나 되었다고 다시 나가고 싶어? 그런 뜻은 아닌데요. 차라리 저한테 의견을 물어보면 어떻겠냐는 말이였는데. 의견을 물어봐? 그럼 생각이 있다는 거였네 한우로 기대할게 우리 팀 막내 아. 부장님 저는 못 사드릴 것 같습니다.,no
3,아까 10시에 배민에서 스테이크 덮밥 시켰던 사람인데요 10시요? 벌써 4시간이나 지났는데. 무슨 일이신데요? 손님한테 그렇게 밖에 말을 못해요? 아닙니다 죄송합니다 오늘 스테이크에 제대로 된 고기 쓰시는 것 맞아요? 네 저희는 제대로 수입된 고기 납품받아 조리하고 있습니다. 고기가 너무 질겨서 아이가 씹지도 못했어요. 이거 환불해주세요. 손님 배달 특성상 조리 후에 바로 배달된다해도 고기의 육질상태가 시간이 흐름에 따라 저하되는 것은 당연합니다. 지금 말 다했어요? 그리고 반 이상 드셔놓고 환불해달라고 하시면 어떡해요. 그럼 지금 고객인 내가 잘못했다는 거에요? 이거 안되겠네. 당장 업체 본사에 전화하고 배민 고객센터에도 다 신고할거에요. 당신 이 바닥에서 장사 못 해 이제.,no
1,오빠 어떻게 이럴 수가 있어? 응? 무슨 말이야. 수아야. 오빠. 내가 모를 거 같아? 어제 술먹고. 나한테 무슨 짓을 한거냐구! 어제.? 아니 수아야. 어제 니가 먼저 나 좋아한다고. 같이 있어달라고. 내가 ? 내가 술먹고 취했다고 기억 못할 줄 알고 그러는 거야? 오빠 진짜 나쁜 사람이구나. 수아야 진정 좀 해봐. 어제 분명 우리 좋았잖아. 너도 좋다고 했고 우리 진지하게 만나기로. 아 됐고 오빠 나 오빠 성폭행으로 고소할 거야. 뭐? 성폭행? 너 진짜 미쳤어? 고소 당하기 싫으면 조용히 우리 선에서 끝내자. 합의금정도는 줄 수 있잖아? 많이도 안바라. 오백만 줘. 오백? 하 참 너 이러려고 어제 나한테 연락한 거였니? 난 못줘. 그래. 오빠 그럼 오빠 평생 부모님한테 사람들한테 성폭행범 소리 듣게 해줄게. 아니면 조용히 끝내던가 2시간 줄게. 알아서 해.,no
1,동생아 내가 정말 급해서 그러는데 백만원만 빌려줄수있니? 또?? 무슨일인데 그래? 지난번에 빌려간 돈도 아직 안갚았잖아. 그거까지 해서 다음에 다 갚을께! 지난번 빌려준돈도 남편 모르는 돈이야. 언니 힘든거 아는데 빨리 갚아주면 좋겠어 . 알겠어 그러니까 백만원 빌려줄수 있냐구?? 미안. 이번엔 힘들것 같아 그러면서 뭘 빙빙돌려말해!! 언니한테 백만원도 못빌려주니? 제부가 그정도도 못해줘? 내가 전화해서 빌려달라고 할까? 언니 지금 무슨소리해! 뭐 어때서!! 내가 직접 전화한다니까 뭐 찔리는거 있니? 제부 모르는돈 있어? 나보다 좀 산다고 유세부리니? 아니라구. 알겠어 알겠어. 빌려줄께 남편한테 전화하지마.,no
0,아줌마 한 2주만 여기에 죽닥치고있어 그러면 풀어줄게 아니 무슨 소리에요. 남편 간병호해야해요 저 아줌마 아줌마가 505호 아저씨 죽였지? 그거 다 알아 가만히 있으면 풀어줄테니까 2주만 참아 그럼 제 남편은요?. 저. 진짜 아무말도 안할게요 네? 아저씨? 네? 하. 이 아줌마가. 아줌마 아줌마 때문에 지금 재개발 되게 생겼잖아 지금 뒤지고싶어? 저는 괜찮은데. 제 남편이 아파요. 저 이제 안그럴게요 아저씨. 제발요 네? 이년이 진짜 뒤지고 싶나 아줌마 이제 보니 존나 이기적이네? 좀 맞자 아줌마 죄송해요 아저씨 진짜 죄송해요. 근데 제 남편. 남편 간호해야해요. 네? 하. 그냥 닥치고 있어 아줌마 퍽. . 남.,no
